info,date,rating,title,name
조선·해양 엔지니어,2023.11.27,1.0,최악의 기업문화 회사,HD현대중공업
조선·해양 엔지니어,2023.11.26,3.0,아직은 잘 모르겠다,HD현대중공업
경영지원·관리 전문가,2023.11.26,3.0,사회초년생이 경험 쌓기 좋은 회사,HD현대중공업
연구개발(R&D),2023.11.25,2.0,왜 사람들이 오지말라고 하는지 이해가 됨,HD현대중공업
생산엔지니어·생산관리,2023.11.25,2.0,야근이 당연한 회사,HD현대중공업
조선·해양 엔지니어,2023.11.24,2.0,관료주의 끝판왕,HD현대중공업
조선·해양 엔지니어,2023.11.24,3.0,워라밸이 보장되는 회사,HD현대중공업
구매·물류·SCM 전문가,2023.11.23,3.0,그냥 HD현대 그룹,HD현대중공업
조선·해양 엔지니어,2023.11.21,3.0,공무원같은 회사,HD현대중공업
연구개발(R&D),2023.11.20,5.0,워라밸이보장되는회사,HD현대중공업
생산엔지니어·생산관리,2023.11.17,3.0,워라벨 보장,HD현대중공업
건설 엔지니어,2023.11.14,2.0,조선업에서는 Top Tier. 대기업에선 Third Tier,HD현대중공업
생산엔지니어·생산관리,2023.11.13,2.0,사양산업. 미래가 불투명한 회사,HD현대중공업
조선·해양 엔지니어,2023.11.09,4.0,연구직의 경우 워라밸이 보장됨,HD현대중공업
연구개발(R&D),2023.11.08,4.0,좋은근무지 적당한급여,HD현대중공업
조선·해양 엔지니어,2023.11.08,2.0,워라벨이 요즘은 없는 회사,HD현대중공업
경영지원·관리 전문가,2023.11.07,3.0,수직적 문화,HD현대중공업
품질관리·보증 전문가,2023.11.06,1.0,일이 너무힘든회사,HD현대중공업
연구개발(R&D),2023.11.04,2.0,휴가많음 그뿐,HD현대중공업
품질관리·보증 전문가,2023.11.04,3.0,대기업의 기본은 되는 회사,HD현대중공업
건설 엔지니어,2023.11.03,3.0,너무 급한 회사,HD현대중공업
해외영업·사업개발·마케팅,2023.11.03,4.0,젊어지기엔 아직은 현대스러운 ,HD현대중공업
법무·지적재산권 전문가,2023.11.01,5.0,그냥 먹고살만한 수준,HD현대중공업
생산엔지니어·생산관리,2023.11.01,3.0,많이 좋아진 회사,HD현대중공업
품질관리·보증 전문가,2023.10.29,2.0,대기업 탈을쓴 중견기업,HD현대중공업
연구개발(R&D),2023.10.29,4.0,엔지니어로 성장하려면 무한한 영역이 펼쳐져 있음,HD현대중공업
회계·세무·재무 전문가,2023.10.29,5.0,워라밸이 보장되는 회사,HD현대중공업
생산엔지니어·생산관리,2023.10.29,4.0,욕심 버리면 맘놓고 다니기 좋음,HD현대중공업
조선·해양 엔지니어,2023.10.29,1.0,군대보다 현대,HD현대중공업
경영전략·사업기획·분석전문가,2023.10.28,4.0,신입에게 좋은 회사,HD현대중공업
연구개발(R&D),2023.10.27,4.0,워라밸  좋은 회사,HD현대중공업
품질관리·보증 전문가,2023.10.26,3.0,노동력 회사,HD현대중공업
생산엔지니어·생산관리,2023.10.26,3.0,휴가 많은 회사,HD현대중공업
조선·해양 엔지니어,2023.10.25,5.0,"묵직한 회사, 나름 좋은 회사",HD현대중공업
구매·물류·SCM 전문가,2023.10.24,4.0,무난함,HD현대중공업
조선·해양 엔지니어,2023.10.24,3.0,휴가가 많은회사,HD현대중공업
생산엔지니어·생산관리,2023.10.22,2.0,워라벨만 보장되는 회사,HD현대중공업
구매·물류·SCM 전문가,2023.10.18,5.0,워라벨 보장,HD현대중공업
조선·해양 엔지니어,2023.10.17,3.0,저연차가 다니기 좋은 직장,HD현대중공업
조선·해양 엔지니어,2023.10.17,3.0,그냥저냥 다니기좋음,HD현대중공업
경영지원·관리 전문가,2023.10.13,3.0,그냥저냥 다니는 회사,HD현대중공업
하드웨어 엔지니어,2023.10.11,3.0,그냥저냥 다니기 좋은 대기업,HD현대중공업
IT 기획·매니지먼트 전문가,2023.10.11,5.0,직원들이 불만이 유독 많은 회사,HD현대중공업
영업 전문가,2023.10.10,3.0,돈은 충분,HD현대중공업
법무·지적재산권 전문가,2023.10.09,3.0,그냥저냥....대기업이긴한데...,HD현대중공업
경영지원·관리 전문가,2023.10.07,3.0,우리나라 조선회사,HD현대중공업
생산엔지니어·생산관리,2023.10.06,3.0,조직을 위한 조직,HD현대중공업
조선·해양 엔지니어,2023.10.06,4.0,경직된문화,HD현대중공업
경영지원·관리 전문가,2023.10.05,3.0,그저그런회사,HD현대중공업
환경·안전·보건 전문가,2023.10.05,3.0,규모만 크고 체계는 중소기업,HD현대중공업
생산엔지니어·생산관리,2023.10.05,1.0,이름만 대기업,HD현대중공업
조선·해양 엔지니어,2023.10.04,2.0,조직 문화 희망이 없다,HD현대중공업
경영지원·관리 전문가,2023.10.04,4.0,워라벨이 보장되는 회사,HD현대중공업
경영지원·관리 전문가,2023.10.04,3.0,워라밸이 보장되는 회사,HD현대중공업
생산엔지니어·생산관리,2023.10.03,3.0,욕심없이 다니긴 좋은 회사,HD현대중공업
생산엔지니어·생산관리,2023.10.03,4.0,과장된 네임밸류 대기업 딱 평타 수준,HD현대중공업
생산엔지니어·생산관리,2023.10.02,3.0,내 하기 나름인 회사,HD현대중공업
해외영업·사업개발·마케팅,2023.09.27,4.0,"체계 있는 대기업, 발전하려 노력하는 회사",HD현대중공업
생산엔지니어·생산관리,2023.09.24,3.0,생명선이 연장된 회사,HD현대중공업
조선·해양 엔지니어,2023.09.24,3.0,사기업계의 공무원,HD현대중공업
조선·해양 엔지니어,2023.09.23,3.0,워라벨은 잘 지켜지는듯,HD현대중공업
조선·해양 엔지니어,2023.09.23,1.0,누군가 지원한다면 뜯어말기고싶은 회사,HD현대중공업
조선·해양 엔지니어,2023.09.22,1.0,상명하복.군대문화.무조건굴복,HD현대중공업
건설 엔지니어,2023.09.22,3.0,그저그런 회사,HD현대중공업
연구개발(R&D),2023.09.22,3.0,네임밸류만 유지,HD현대중공업
생산엔지니어·생산관리,2023.09.21,3.0,좋지도 나쁘지도 않은 회사,HD현대중공업
품질관리·보증 전문가,2023.09.21,3.0,워라벨 보장,HD현대중공업
경영지원·관리 전문가,2023.09.19,1.0,별 1개가 적당한 회사네요,HD현대중공업
해외영업·사업개발·마케팅,2023.09.18,4.0,대기업 중 평타 이상임,HD현대중공업
연구개발(R&D),2023.09.18,3.0,워라밸이 보장됩니다.,HD현대중공업
생산엔지니어·생산관리,2023.09.18,2.0,워라밸은 좋아지고 있으나 수주량이 많아 의미 없음,HD현대중공업
생산엔지니어·생산관리,2023.09.17,2.0,워라밸만 보장되는 회사,HD현대중공업
구매·물류·SCM 전문가,2023.09.17,5.0,"GRC 근무 만족도 높음, 워라밸 갠춘",HD현대중공업
조선·해양 엔지니어,2023.09.17,2.0,제조업 한계,HD현대중공업
생산엔지니어·생산관리,2023.09.17,4.0,중소같은 대기업,HD현대중공업
생산엔지니어·생산관리,2023.09.16,3.0,뭔가 부족한 회사,HD현대중공업
조선·해양 엔지니어,2023.09.16,2.0,책임급 이상을 전혀 신경쓰지 않는 회사,HD현대중공업
경영전략·사업기획·분석전문가,2023.09.16,4.0,분위기 좋은 회사,HD현대중공업
경영지원·관리 전문가,2023.09.16,3.0,할말이 없음,HD현대중공업
연구개발(R&D),2023.09.15,4.0,워라벨과 분위기는 좋은 회사,HD현대중공업
조선·해양 엔지니어,2023.09.15,2.0,예전에 좋았다고 추억만 남은 회사,HD현대중공업
IT 기획·매니지먼트 전문가,2023.09.15,2.0,옛 영광,HD현대중공업
생산엔지니어·생산관리,2023.09.14,3.0,부바부가 심한 회사?,HD현대중공업
조선·해양 엔지니어,2023.09.14,3.0,조선업의 한계,HD현대중공업
생산엔지니어·생산관리,2023.09.14,4.0,변하고싶지만변하기어려운,HD현대중공업
경영지원·관리 전문가,2023.09.14,4.0,대기업에서 체계적인 업무,HD현대중공업
조선·해양 엔지니어,2023.09.13,4.0,무난한 회사,HD현대중공업
생산엔지니어·생산관리,2023.09.13,2.0,워라밸은 적당한 회사,HD현대중공업
조선·해양 엔지니어,2023.09.12,2.0,열저안 요구하는 회사,HD현대중공업
경영지원·관리 전문가,2023.09.11,3.0,선임급까지는 워라밸은 보장되는 회사,HD현대중공업
경영지원·관리 전문가,2023.09.10,3.0,울산 사람 아니면 굳이?,HD현대중공업
건설 엔지니어,2023.09.10,3.0,여름휴가 2주가 좋은 회사,HD현대중공업
연구개발(R&D),2023.09.10,3.0,좋아지고 있는데 월급은 안습,HD현대중공업
조선·해양 엔지니어,2023.09.09,3.0,휴가는 많은듯,HD현대중공업
조선·해양 엔지니어,2023.09.09,4.0,쉬는 날이 많은 회사,HD현대중공업
생산엔지니어·생산관리,2023.09.08,2.0,휴가가 길다,HD현대중공업
하드웨어 엔지니어,2023.09.08,3.0,휴가가 길다,HD현대중공업
연구개발(R&D),2023.09.08,1.0,업무 체계가 90년대 수준,HD현대중공업
생산엔지니어·생산관리,2023.09.07,4.0,요즘 사내 분위기 나쁘지 않음,HD현대중공업
조선·해양 엔지니어,2023.09.06,3.0,워라밸 하나만 보면 되는 회산데 아쉽게도 그렇지 못한 부서에 옴,HD현대중공업
조선·해양 엔지니어,2023.09.05,2.0,직원들 갈아먹는 회사,HD현대중공업
IT 엔지니어,2023.09.05,3.0,변화가필요한 회사,HD현대중공업
조선·해양 엔지니어,2023.08.31,1.0,개꼰대 문화 회사,HD현대중공업
건설 엔지니어,2023.08.31,3.0,적당히 다니기 좋은 회사,HD현대중공업
영업 전문가,2023.08.30,4.0,경영진 마인드 별루,HD현대중공업
연구개발(R&D),2023.08.29,4.0,선임이하급은 그럭저럭 다닐만한,HD현대중공업
경영지원·관리 전문가,2023.08.29,4.0,신체적 체력 필요,HD현대중공업
경영지원·관리 전문가,2023.08.29,4.0,울산사람이 다니기 좋은 회사,HD현대중공업
조선·해양 엔지니어,2023.08.28,3.0,이직사관학교라고 들었습니다.,HD현대중공업
연구개발(R&D),2023.08.27,1.0,"사내문화 좋음, 사람 좋음, 하지만 결국 부바부 팀바팀",HD현대중공업
경영지원·관리 전문가,2023.08.26,3.0,좃선업계 1위,HD현대중공업
조선·해양 엔지니어,2023.08.23,1.0,탈출 : 지능순,HD현대중공업
조선·해양 엔지니어,2023.08.22,3.0,워라벨은 좋다만 급여가 한숨나옴,HD현대중공업
연구개발(R&D),2023.08.21,4.0,점점 나아지고는 있는데 아직 수직적인 문화가 있는 회사,HD현대중공업
조선·해양 엔지니어,2023.08.20,2.0,저단가 조선소 임금에 만족하는 인근거주자 추천,HD현대중공업
조선·해양 엔지니어,2023.08.17,4.0,본인하기 나름의 회사,HD현대중공업
생산엔지니어·생산관리,2023.08.16,2.0,수직적 문화,HD현대중공업
조선·해양 엔지니어,2023.08.16,4.0,"세계1등 조선소, 언제까지 가능?ㅠ",HD현대중공업
조선·해양 엔지니어,2023.08.15,1.0,최악의 회사,HD현대중공업
경영지원·관리 전문가,2023.08.11,4.0,성장하기 좋은 회사,HD현대중공업
연구개발(R&D),2023.08.11,3.0,워라벨 보장,HD현대중공업
구매·물류·SCM 전문가,2023.08.05,3.0,워라벨 보장되는 회사,HD현대중공업
영업 전문가,2023.08.03,2.0,그저 그런 회사,HD현대중공업
조선·해양 엔지니어,2023.08.02,3.0,그냥 조선소,HD현대중공업
건설 엔지니어,2023.08.01,4.0,여름휴가 탑티어급,HD현대중공업
연구개발(R&D),2023.08.01,3.0,휴가가 너무 많은 회사,HD현대중공업
생산엔지니어·생산관리,2023.07.31,3.0,용의 꼬리,HD현대중공업
조선·해양 엔지니어,2023.07.31,3.0,적당히 다니기 좋은 회사,HD현대중공업
조선·해양 엔지니어,2023.07.29,1.0,책임급은 사람이 아니다(결혼 출산 진급 시기에 따른 기본급 역전),HD현대중공업
구매·물류·SCM 전문가,2023.07.27,5.0,동종업계 최고 ,HD현대중공업
조선·해양 엔지니어,2023.07.26,4.0,부바부 진리에 따라 평가할때 좋은 사내 문화와 적당한 워라벨,HD현대중공업
조선·해양 엔지니어,2023.07.24,5.0,직장이 있어 감사합니다,HD현대중공업
조선·해양 엔지니어,2023.07.23,1.0,돈 작게 주면서 사람안온다고 하는 회사,HD현대중공업
조선·해양 엔지니어,2023.07.22,3.0,사바사이긴 한데.. 워라벨 나쁘진 않음 ,HD현대중공업
구매·물류·SCM 전문가,2023.07.21,3.0,52시간 덕분에 나아진 워라밸,HD현대중공업
조선·해양 엔지니어,2023.07.20,4.0,일 열심히 해도 회사 이익은 별로 안나는 회사,HD현대중공업
건축·공간 디자이너,2023.07.20,5.0,워라밸좋은회사,HD현대중공업
생산엔지니어·생산관리,2023.07.20,2.0,겉보기엔 대기업처럼 다닐수 있음,HD현대중공업
경영전략·사업기획·분석전문가,2023.07.18,3.0,한때 좋았던 회사,HD현대중공업
생산엔지니어·생산관리,2023.07.17,5.0,부바부 심하겠지만 저는 나름 만족,HD현대중공업
조선·해양 엔지니어,2023.07.15,5.0,워라벨이 보장되는 회사,HD현대중공업
경영지원·관리 전문가,2023.07.14,4.0,발전해가는 회사,HD현대중공업
조선·해양 엔지니어,2023.07.13,2.0,이름만 대기업인 회사,HD현대중공업
조선·해양 엔지니어,2023.07.12,1.0,겉으론 좋아보이나 속은 그닥,HD현대중공업
생산엔지니어·생산관리,2023.07.10,3.0,욕심없이 다니기 좋은 회사,HD현대중공업
생산엔지니어·생산관리,2023.07.10,1.0,워라벨은 찾을 수 있지만 급여와 삶을 포기해야함,HD현대중공업
조선·해양 엔지니어,2023.07.09,4.0,부바부지만 워라밸 가능,HD현대중공업
조선·해양 엔지니어,2023.07.06,2.0,개선해야 할 부분이 꽤 있는 회사,HD현대중공업
조선·해양 엔지니어,2023.07.06,3.0,후....,HD현대중공업
조선·해양 엔지니어,2023.07.05,5.0,의외로 워라벨 괜찮은회사,HD현대중공업
조선·해양 엔지니어,2023.07.05,3.0,업계 1위의 경쟁력을 가졌는지 의문이 듦,HD현대중공업
생산엔지니어·생산관리,2023.07.02,1.0,워라벨 유지만 가능한 회사,HD현대중공업
조선·해양 엔지니어,2023.07.02,5.0,워라밸 좋은 회사,HD현대중공업
조선·해양 엔지니어,2023.06.29,3.0,제법 튼실한 조선소,HD현대중공업
경영전략·사업기획·분석전문가,2023.06.29,5.0,일하기 좋은 회사,HD현대중공업
조선·해양 엔지니어,2023.06.28,4.0,"현장직.  모든 장,단점은 부서 바이 부서",HD현대중공업
조선·해양 엔지니어,2023.06.28,2.0,쏘쏘한회사,HD현대중공업
조선·해양 엔지니어,2023.06.27,5.0,"욕심없이 다니기 좋은 회사, 직책자 되기전 까지는 …",HD현대중공업
조선·해양 엔지니어,2023.06.27,1.0,현재 잠깐 반짝하고 있는 회사,HD현대중공업
생산엔지니어·생산관리,2023.06.27,2.0,장점이 별로 없는 회사,HD현대중공업
조선·해양 엔지니어,2023.06.26,4.0,워라벨 보장,HD현대중공업
조선·해양 엔지니어,2023.06.26,2.0,급여는 낮으나 워라밸은 괜찮음,HD현대중공업
조선·해양 엔지니어,2023.06.26,3.0,낡고 낡고 낡았다,HD현대중공업
품질관리·보증 전문가,2023.06.26,3.0,전반적으로 평타치는 회사,HD현대중공업
건설 엔지니어,2023.06.26,3.0,하 한숨만나옴,HD현대중공업
연구개발(R&D),2023.06.22,4.0,괜찮은 회사임,HD현대중공업
조선·해양 엔지니어,2023.06.21,4.0,휴가 많은 회사,HD현대중공업
조선·해양 엔지니어,2023.06.18,1.0,워라벨은 최고임 단 생산직만 해당됨,HD현대중공업
연구개발(R&D),2023.06.18,3.0,좋은사람이 많은 회사,HD현대중공업
생산엔지니어·생산관리,2023.06.18,5.0,파도에 따라 갈리는 회사,HD현대중공업
상품기획·MD·디자이너,2023.06.18,5.0,세계1위 쉽빌더,HD현대중공업
조선·해양 엔지니어,2023.06.18,4.0,워라벨 괜찮은 회사,HD현대중공업
경영지원·관리 전문가,2023.06.13,2.0,적당히 다니기 괜찮은 회사,HD현대중공업
조선·해양 엔지니어,2023.06.06,3.0,워라밸은 갠춘하나 급여 위치가...,HD현대중공업
생산엔지니어·생산관리,2023.06.05,5.0,경력을 쌓기는 좋은 회사,HD현대중공업
조선·해양 엔지니어,2023.06.01,4.0,군대보다 현대가 조금 좋은듯,HD현대중공업
IT 기획·매니지먼트 전문가,2023.05.31,3.0,음 ,HD현대중공업
조선·해양 엔지니어,2023.05.31,3.0,생각보다 나쁘지 않은 회사,HD현대중공업
경영지원·관리 전문가,2023.05.27,2.0,워라벨만 있는회사,HD현대중공업
생산엔지니어·생산관리,2023.05.27,3.0,대기업 평균,HD현대중공업
생산엔지니어·생산관리,2023.05.26,3.0,워라벨이 보장된다 연월차 눈치안보고 당일사용가능,HD현대중공업
경영지원·관리 전문가,2023.05.25,2.0,미래는 없는 회사 전형적인 제조업,HD현대중공업
경영지원·관리 전문가,2023.05.25,4.0,워라벨이 갈수록 좋아진다고 생각함(GRC),HD현대중공업
생산엔지니어·생산관리,2023.05.25,2.0,커리어는 얻는 회사,HD현대중공업
생산엔지니어·생산관리,2023.05.24,4.0,든든한 회사,HD현대중공업
생산엔지니어·생산관리,2023.05.24,1.0,"노동집양, 사양 산업의 한계를 어떻게 돌파 할지",HD현대중공업
조선·해양 엔지니어,2023.05.23,1.0,가만히 다니면 바보되는 회사,HD현대중공업
생산엔지니어·생산관리,2023.05.22,4.0,사람들이 좋음,HD현대중공업
경영지원·관리 전문가,2023.05.21,3.0,꽉 막힌 회사의 정석,HD현대중공업
경영지원·관리 전문가,2023.05.19,5.0,업무능력향상되는 회사,HD현대중공업
조선·해양 엔지니어,2023.05.19,3.0,현대의 버린 자식,HD현대중공업
회계·세무·재무 전문가,2023.05.18,3.0,워라밸은 개선되어가고 있지만 여전히 연봉이 적음. ,HD현대중공업
경영지원·관리 전문가,2023.05.18,2.0,이게 맞는가싶은?,HD현대중공업
조선·해양 엔지니어,2023.05.18,3.0,케바케 회사,HD현대중공업
조선·해양 엔지니어,2023.05.17,4.0,과거 1등 기업과 최근 나락을 함께 경험.. 이제 다시 도약할때!,HD현대중공업
경영지원·관리 전문가,2023.05.17,3.0,워라밸 좋음,HD현대중공업
생산엔지니어·생산관리,2023.05.15,1.0,빛좋은 개살구 느낌,HD현대중공업
조선·해양 엔지니어,2023.05.15,4.0,돈욕심 없다면 환상 ,HD현대중공업
조선·해양 엔지니어,2023.05.14,2.0,책임감을 강하게 심어주는 회사,HD현대중공업
경영지원·관리 전문가,2023.05.14,2.0,GRC와 울산의 갈라치기,HD현대중공업
생산엔지니어·생산관리,2023.05.13,4.0,조금만 더 개선되면 좋은 회사,HD현대중공업
조선·해양 엔지니어,2023.05.12,3.0,무난함,HD현대중공업
생산엔지니어·생산관리,2023.05.10,2.0,워라벨제외장점x,HD현대중공업
조선·해양 엔지니어,2023.05.08,3.0,입사하고 싶었던 회사,HD현대중공업
조선·해양 엔지니어,2023.05.07,2.0,조선산업에서는 최고 산업전망이 중요,HD현대중공업
조선·해양 엔지니어,2023.05.06,2.0,"과거의 1등,  노동집약적인 회사이니 이제 역사의 뒤안길로...",HD현대중공업
조선·해양 엔지니어,2023.05.05,3.0,워라밸은 있으나 미래가…,HD현대중공업
경영지원·관리 전문가,2023.05.05,4.0,선임까진 워라밸 확실,HD현대중공업
경영지원·관리 전문가,2023.05.05,4.0,워라밸 괜찮음 여름휴가 약2주,HD현대중공업
연구개발(R&D),2023.05.04,1.0,조선업에 미래가 있을까,HD현대중공업
조선·해양 엔지니어,2023.05.03,4.0,오지마세요.,HD현대중공업
조선·해양 엔지니어,2023.05.01,4.0,"최고의 조선소, 근데 닉값 좀 하자",HD현대중공업
생산엔지니어·생산관리,2023.05.01,4.0,괜찮은 회사임,HD현대중공업
조선·해양 엔지니어,2023.04.30,2.0,생산관리 워라벨 최악,HD현대중공업
생산엔지니어·생산관리,2023.04.30,1.0,"경험을 쌓을수 있는 회사, 연차가 쌓일수록 비교 되는 회사, 미래 발전 가능성은 그닥",HD현대중공업
건설 엔지니어,2023.04.29,2.0,월급이 적음,HD현대중공업
연구개발(R&D),2023.04.29,1.0,밥이 맛있는 회사,HD현대중공업
건축·공간 디자이너,2023.04.28,3.0,워라밸 좋은 회사,HD현대중공업
경영지원·관리 전문가,2023.04.27,4.0,인기 없는 산업군의 대장주,HD현대중공업
조선·해양 엔지니어,2023.04.26,3.0,그닥 기대가 안되는 회사,HD현대중공업
품질관리·보증 전문가,2023.04.24,3.0,근검절약회사,HD현대중공업
생산엔지니어·생산관리,2023.04.24,3.0,그래도 조선업계 큰형님,HD현대중공업
조선·해양 엔지니어,2023.04.23,3.0,워라밸이 보장되는 회사 ,HD현대중공업
마케팅·홍보 전문가,2023.04.19,5.0,만족하는 회사,HD현대중공업
조선·해양 엔지니어,2023.04.18,2.0,조선업 1위.. but..,HD현대중공업
건설 엔지니어,2023.04.18,3.0,경력을 쌓을 수 았는 회사,HD현대중공업
영업 전문가,2023.04.18,3.0,전반적으로 무난무난했던 회사,HD현대중공업
경영지원·관리 전문가,2023.04.18,1.0,밥은 맛있는 회사,HD현대중공업
영업 전문가,2023.04.17,3.0,큰 생각 없이 다니긴 좋음,HD현대중공업
영업 전문가,2023.04.15,3.0,6070년대꼰대임원관리자들이즐비한회사,HD현대중공업
조선·해양 엔지니어,2023.04.15,3.0,그냥 뭐...그럭저럭,HD현대중공업
해외영업·사업개발·마케팅,2023.04.14,4.0,점점 문화가 개선되는 회사,HD현대중공업
생산엔지니어·생산관리,2023.04.13,2.0,워라밸 말고 없는 구시대적 회사,HD현대중공업
조선·해양 엔지니어,2023.04.10,3.0,경남에서는 그럭저럭,HD현대중공업
영업 전문가,2023.04.10,2.0,휴가빼고시체,HD현대중공업
경영전략·사업기획·분석전문가,2023.04.10,3.0,워라벨은 보장됨,HD현대중공업
연구개발(R&D),2023.04.08,3.0,죽어가는 산업에서의 1등 기업,HD현대중공업
생산엔지니어·생산관리,2023.04.07,3.0,워라밸이 보장되는 회사,HD현대중공업
생산엔지니어·생산관리,2023.04.07,4.0,워라밸 보장되는 회사,HD현대중공업
경영지원·관리 전문가,2023.04.05,2.0,내부적으로 여러 실망이 큰 곳,HD현대중공업
품질관리·보증 전문가,2023.04.05,4.0,워라벨은 어느정도 보장됨,HD현대중공업
조선·해양 엔지니어,2023.04.04,2.0,과거에 머물러 있는 회사,HD현대중공업
조선·해양 엔지니어,2023.03.31,1.0,월차있을때는 워라벨 최고,HD현대중공업
조선·해양 엔지니어,2023.03.29,1.0,답이 없는 회사,HD현대중공업
조선·해양 엔지니어,2023.03.29,2.0,그냥 대기업 딱 그정도인 것 같아요,HD현대중공업
조선·해양 엔지니어,2023.03.28,3.0,경영진의 무능함,HD현대중공업
경영지원·관리 전문가,2023.03.27,5.0,좋아요!,HD현대중공업
건설 엔지니어,2023.03.26,5.0,워라밸만 보장됨,HD현대중공업
조선·해양 엔지니어,2023.03.26,3.0,중소기업 보단 낫다..,HD현대중공업
생산엔지니어·생산관리,2023.03.25,3.0,워라벨보장 연월차 자유로움,HD현대중공업
생산엔지니어·생산관리,2023.03.25,2.0,워라벨 보장,HD현대중공업
조선·해양 엔지니어,2023.03.24,1.0,사양 상업 + 사망 회사,HD현대중공업
생산엔지니어·생산관리,2023.03.21,5.0,사람들이 좋은 회사,HD현대중공업
조선·해양 엔지니어,2023.03.21,4.0,워라벨이 좋은 회사,HD현대중공업
조선·해양 엔지니어,2023.03.21,4.0,워라밸만 보장됨,HD현대중공업
조선·해양 엔지니어,2023.03.19,2.0,미래가 보이지 않는 회사,HD현대중공업
생산엔지니어·생산관리,2023.03.19,2.0,워라벨이 보장,HD현대중공업
연구개발(R&D),2023.03.17,3.0,마음을 비운다면 다닐만한 회사,HD현대중공업
생산엔지니어·생산관리,2023.03.16,4.0,그럭저럭 다닐만한 회사,HD현대중공업
경영지원·관리 전문가,2023.03.15,4.0,"워라벨 쏘쏘, 연봉 쏘쏘",HD현대중공업
마케팅·홍보 전문가,2023.03.14,4.0,대기업은 대기업이다,HD현대중공업
생산엔지니어·생산관리,2023.03.13,1.0,곧 망할 회사…,HD현대중공업
연구개발(R&D),2023.03.10,3.0,그럭저럭 다닐만한 회사,HD현대중공업
조선·해양 엔지니어,2023.03.09,3.0,워라벨 만좃,HD현대중공업
조선·해양 엔지니어,2023.03.08,1.0,원수에게도 추천해줄 수 없는 회사,HD현대중공업
생산엔지니어·생산관리,2023.03.08,2.0,말로만 발전하는 회사,HD현대중공업
조선·해양 엔지니어,2023.03.08,4.0,다니기 나쁘진 않음,HD현대중공업
경영지원·관리 전문가,2023.03.07,3.0,워라밸 말고 없다,HD현대중공업
조선·해양 엔지니어,2023.03.07,1.0,10년마다 흥망 사이클이 교차되는 회사,HD현대중공업
조선·해양 엔지니어,2023.03.06,1.0,"DEVIDE AND RULE ""분할하여 통치하라""",HD현대중공업
조선·해양 엔지니어,2023.03.05,3.0,워라벨만 그나마좋은회사,HD현대중공업
생산엔지니어·생산관리,2023.03.04,4.0,처우 개선이 이전보다 많이 좋아짐,HD현대중공업
생산엔지니어·생산관리,2023.02.27,2.0,조선만 살아난다면…?,HD현대중공업
조선·해양 엔지니어,2023.02.25,4.0,워라벨보장,HD현대중공업
조선·해양 엔지니어,2023.02.25,1.0,책임(과장급)으로 진급하면 복지가 사라지는 이상한 회사...,HD현대중공업
항공운항·서비스 전문가,2023.02.24,1.0,생각없이 그냥 다니기 좋음,HD현대중공업
경영지원·관리 전문가,2023.02.23,5.0,50주년을 맞이한 회사,HD현대중공업
생산엔지니어·생산관리,2023.02.23,4.0,예전과는 다른 회사,HD현대중공업
품질관리·보증 전문가,2023.02.19,4.0,중견과 대기업 사이쯤??,HD현대중공업
건설 엔지니어,2023.02.18,3.0,워라벨쵝오,HD현대중공업
조선·해양 엔지니어,2023.02.17,3.0,옛날 회사,HD현대중공업
생산엔지니어·생산관리,2023.02.16,5.0,새로운 시작과 변화를 지속 추구하는 회사,HD현대중공업
생산엔지니어·생산관리,2023.02.14,3.0,워라벨좋음,HD현대중공업
경영지원·관리 전문가,2023.02.13,3.0,고인물 회사,HD현대중공업
조선·해양 엔지니어,2023.02.13,4.0,생산기술직 기준 워라밸은 너무좋음,HD현대중공업
조선·해양 엔지니어,2023.02.12,3.0,옛날의 영광,HD현대중공업
언론인,2023.02.11,1.0,생각없이 다니기 좋은회사,HD현대중공업
IT 엔지니어,2023.02.08,3.0,조직문화 군대문화,HD현대중공업
생산엔지니어·생산관리,2023.02.06,3.0,부바부가 심한 회사,HD현대중공업
생산엔지니어·생산관리,2023.02.06,3.0,3사중 다닐만하다?!,HD현대중공업
연구개발(R&D),2023.02.02,2.0,주고 욕먹는 회사.,HD현대중공업
조선·해양 엔지니어,2023.02.02,3.0,중소월급에 대기업복지,HD현대중공업
생산엔지니어·생산관리,2023.02.01,3.0,경력쌓기 좋은 회사,HD현대중공업
경영지원·관리 전문가,2023.02.01,3.0,개꼰머 ,HD현대중공업
회계·세무·재무 전문가,2023.01.31,4.0,워라벨 좋음,HD현대중공업
경영지원·관리 전문가,2023.01.30,5.0,업계 1위의 회사,HD현대중공업
생산엔지니어·생산관리,2023.01.29,3.0,"워라밸 보장은 부바부, 근데 요새 다 바쁜듯",HD현대중공업
연구개발(R&D),2023.01.29,3.0,적당히 현업에서 본인 실력 키워서 나가는게 정답인 회사,HD현대중공업
조선·해양 엔지니어,2023.01.29,1.0,워라벨이 점점 사라지는 회사,HD현대중공업
생산엔지니어·생산관리,2023.01.28,3.0,애사심으로 다니는 회사,HD현대중공업
회계·세무·재무 전문가,2023.01.25,3.0,워라벨이 보장되는회사,HD현대중공업
생산엔지니어·생산관리,2023.01.23,4.0,노사간의 신뢰가 회복되면 좋을 것 같은 회사,HD현대중공업
건설 엔지니어,2023.01.21,3.0,타 산업에 비해 급여 상승폭이 거의 없어 아쉬우나 못살겠다는 아님. ,HD현대중공업
